row_id,dataset_name,llm_model,config,sub_task,error_class,error_type,error_value,error_detail,error_exception,file_name,timestamp
381,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_1.python,2024-05-29T09:24:04.120758
382,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_2.python,2024-05-29T09:24:23.390933
383,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_3.python,2024-05-29T09:24:42.055152
384,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_4.python,2024-05-29T09:25:01.026059
385,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_5.python,2024-05-29T09:25:19.857434
386,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_6.python,2024-05-29T09:25:38.783189
387,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_7.python,2024-05-29T09:25:57.430406
388,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_8.python,2024-05-29T09:26:19.175027
389,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_9.python,2024-05-29T09:26:38.307518
390,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,"['Standard_of_living_index', 'Wifes_now_working?'] not in index","Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Standard_of_living_index', 'Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_0.python,2024-05-29T09:27:19.808176
391,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_1.python,2024-05-29T09:27:37.620147
392,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_2.python,2024-05-29T09:27:55.912641
393,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_3.python,2024-05-29T09:28:14.309217
394,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_4.python,2024-05-29T09:28:32.117047
395,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_5.python,2024-05-29T09:28:50.853425
396,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_6.python,2024-05-29T09:29:12.851543
397,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-9_7.python,2024-05-29T09:29:31.604106
398,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,"['Standard_of_living_index', 'Wifes_now_working?'] not in index","Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Standard_of_living_index', 'Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-10_0.python,2024-05-29T09:30:13.208384
399,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-10_1.python,2024-05-29T09:30:33.443199
400,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-10_2.python,2024-05-29T09:30:53.550683
401,CMC,gemini-1.5-pro-latest,CatDB,,KeyError,Exception-<class 'KeyError'>,Exception-<class 'KeyError'>,['Wifes_now_working?'] not in index,"Traceback (most recent call last):
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/runcode/RunCode.py"", line 36, in execute_code
    exec(compile(parse, filename=""<ast>"", mode=""exec""), loc)
  File ""<ast>"", line 18, in <module>
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/frame.py"", line 3899, in __getitem__
    indexer = self.columns._get_indexer_strict(key, ""columns"")[1]
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6115, in _get_indexer_strict
    self._raise_if_missing(keyarr, indexer, axis_name)
  File ""/home/ubuntu/CatDB/Experiments/setup/Baselines/CatDB/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py"", line 6179, in _raise_if_missing
    raise KeyError(f""{not_found} not in index"")
KeyError: ""['Wifes_now_working?'] not in index""
",gemini-1.5-pro-latest-CatDB-Random-0-SHOT-Yes-iteration-10_3.python,2024-05-29T09:31:15.057970
